artist_name,wikipedia_summary
Nomcebo,"Nomcebo Nothule Zikode (born 28 October 1985) is a South African singer and songwriter. Born in Hammarsdale, Zikode was a backing singer for several years. She collaborated with DJ Ganyani on their hit single ""Emazulwini"" (2018).
Having signed a record deal with Open Mic Production, she co-wrote and was featured on Master KG's chart-topping single ""Jerusalema"" (2019), which debuted number 1 on Billboard Music charts and Apple Music charts .
Her debut album Xola Moya Wam was released in 2020, containing two successful singles, ""Xola Moya wam"" and ""Bayabuza""."
Shatta Wale,"Charles Nii Armah Mensah Jr., (born 17 October 1987) known by his stage name Shatta Wale, formerly Bandana. is a Ghanaian reggae-dancehall artist. Shatta Wale changed his name to ""Bandana'' after senior high school and released the hit track ""Bandana from Ghana"". The song made tremendous air waves in the Ghanaian music industry in 2004. Shatta Wale's sudden rise to the occasion happened in 2013 VGMA awards when he threw lyrical insults to VGMA now Telecel Ghana Music Awards ( TGMA)"". because he proclaimed they robbed him of the Dancehall artist of the year to a female Dancehall artist Kaakie. Even though the song had vulgar lyrics, it was so anticipated by the media which created his musical breakthrough."
Blu Cantrell,"Tiffany Cobb (born March 16, 1976), known professionally as Blu Cantrell, is an American R&B singer.
Cantrell rose to fame in 2001, with the release of her debut single, ""Hit 'Em Up Style (Oops!)"", which peaked at number two on the US Billboard Hot 100 and topped the US Mainstream Top 40 chart. The song also charted in several other countries, and appeared on her debut album, So Blu. In 2002, the song earned Cantrell a Grammy Award nomination. In 2003, Cantrell released her second album, Bittersweet, which was nominated for a Grammy Award and included the single ""Breathe"" (featuring Sean Paul). Written and produced by Ivan Matias, ""Breathe"" was a major global success in 2003, especially in the United Kingdom, where it topped the UK Singles Chart for four consecutive weeks. ""Breathe"" also reached the top ten of several other charts across the world, including the European Hot 100."
Selena Gomez,"Selena Marie Gomez ( sə-LEE-nə GOH-mez; born July 22, 1992) is an American actress, singer, producer, and businesswoman. Gomez began her career as a child actress, appearing on the children's television series Barney & Friends (2002–2004), and emerged as a teen idol for her leading role as Alex Russo on the Disney Channel sitcom Wizards of Waverly Place (2007–2012). She signed with Hollywood Records in 2008 and formed the band Selena Gomez & the Scene, which released three successful albums: Kiss & Tell (2009), A Year Without Rain (2010), and When the Sun Goes Down (2011).
Gomez has since released three solo studio albums that debuted atop the US Billboard 200. Her EDM-infused debut record, Stars Dance (2013), yielded the international top-ten single ""Come & Get It"". She moved to Interscope Records and released the electropop album (2015), supported by the top-ten singles ""Good for You"", ""Same Old Love"", and ""Hands to Myself"". Its follow-up, the dance-pop-influenced (2020), contained her first Hot 100 number-one single ""Lose You to Love Me"". Gomez then released the Spanish EP (2021), which earned her nominations at the Grammys and Latin Grammy Awards. It was followed by her fourth studio album (2025), a collaborative project with Benny Blanco. Gomez has released many collaborative singles, including ""We Don't Talk Anymore"", ""It Ain't Me"", ""Wolves"", ""Taki Taki"", and ""Calm Down (Remix)"", the last of which is widely regarded as the most successful Afrobeats song of all time."
Sophie and the Giants,"Sophie Louise Scott, known professionally as Sophie and the Giants (SATG), is an English singer-songwriter from Staines-upon-Thames. In 2019, Sophie and the Giants released the single ""The Light"", which was used as the trailer for the Codemasters game ""Grid"" and by Vodafone in a German advertisement. She subsequently released the Purple Disco Machine collaborations ""Hypnotized"" and ""In the Dark"", which achieved international success. She joined Loud LDN in August 2024."
Tool,"Tool is an American rock band formed in Los Angeles in 1990. It consists of vocalist Maynard James Keenan, guitarist Adam Jones, drummer Danny Carey and bassist Justin Chancellor, who replaced founding member Paul D'Amour in 1995. Tool has won four Grammy Awards, performed worldwide tours, and produced albums topping charts in several countries.
The band has released five studio albums, one EP and one box set. They emerged with a heavy metal sound on their first studio album, Undertow (1993), and became a dominant act in the alternative metal movement with the release of their follow-up album Ænima in 1996. The group's efforts to combine musical experimentation, visual arts, and a message of personal evolution continued with Lateralus (2001) and 10,000 Days (2006), gaining critical acclaim and international commercial success. Their fifth studio album was released on August 30, 2019, to widespread critical acclaim. Prior to its release, the band had sold more than 13 million albums in the US alone."
The Strokes,"The Strokes are an American rock band formed in New York City in 1998. The band is composed of lead singer and primary songwriter Julian Casablancas, guitarists Nick Valensi and Albert Hammond Jr., bassist Nikolai Fraiture, and drummer Fabrizio Moretti. They were a leading group of the early-2000s garage rock revival and post-punk revival movements.
The release of their debut EP The Modern Age in early 2001 sparked a bidding war among minor labels, with the band eventually signing to RCA Records. That summer, they released their debut album, Is This It, to widespread critical acclaim and strong sales. It has since appeared on numerous ""greatest albums"" lists. It was followed by Room on Fire (2003) and First Impressions of Earth (2005), both of which sold well but failed to match in immediate critical success, despite positive reviews nonetheless."
CAKE,"Cake is an American rock band from Sacramento, California, consisting of singer John McCrea, trumpeter Vince DiFiore, guitarist Xan McCurdy, bassist Daniel McCallum, and drummer Todd Roper. The band has been noted for McCrea's droll sarcastic lyrics and deadpan vocals, and their wide-ranging musical influences, including norteño, country music, mariachi, disco, rock, funk, folk music, and hip hop.
Cake was formed in August of 1991 by McCrea, DiFiore, Greg Brown (guitar), Frank French (drums), and Shon Meckfessel (bass) who soon left and was replaced by Gabe Nelson. Following the self-release of its debut album, Motorcade of Generosity, the band was signed to Capricorn Records in 1995 and released its first single, ""Rock 'n' Roll Lifestyle"", which hit number 35 on the Modern Rock Tracks music chart and was featured on MTV's ; French and Nelson then left the band, and were replaced by Todd Roper and Victor Damiani. Cake's second album, 1996's , went platinum on the strength of its lead single, ""The Distance"". Following a tour of Europe and the United States, both Brown and Damiani announced they were leaving Cake, which led to speculation about the band's future; McCrea eventually recruited Xan McCurdy to take over on guitar, and persuaded Nelson to return."
Álvaro Díaz,Jorge Álvaro Díaz Rodríguez (born 1989) is a Puerto Rican rapper and singer-songwriter.
Rich Amiri,"Amiri Chase, known professionally as Rich Amiri, is an American rapper, singer, and songwriter."
Farid Bang,"Farid Hamed El Abdellaoui (born 4 June 1986), known professionally as Farid Bang, is a German rapper of Moroccan-Spanish descent. He is currently the owner of the label Banger Musik."
Quevedo,"Pedro Luis Domínguez Quevedo (born 7 December 2001), known professionally as Quevedo, is a Spanish singer and songwriter. In a period of two years Quevedo has achieved six number-one songs in Spain, those being ""Cayó la Noche"", ""Quevedo: Bzrp Music Sessions, Vol. 52"", ""Apa"", ""Playa del Inglés"", ""El Tonto"" and ""Columbia"" as well as leading six other singles to the top 10."
